Bedroom,Landsize,YearBuilt,RegionName
3,396,1990,Southern Metropolitan
4,603,1930,Southern Metropolitan
3,392,2015,Southern Metropolitan
4,861,1983,Southern Metropolitan
4,687,1955,Southern Metropolitan
2,89,1965,Southern Metropolitan
2,424,1940,Southern Metropolitan
5,586,1940,Southern Metropolitan
3,1012,1900,Southern Metropolitan
4,737,1910,Southern Metropolitan
3,400,2000,Southern Metropolitan
4,712,1975,Southern Metropolitan
3,397,1940,Southern Metropolitan
4,992,1935,Southern Metropolitan
2,405,1890,Southern Metropolitan
3,848,1970,Southern Metropolitan
3,205,1995,Southern Metropolitan
3,857,1941,Southern Metropolitan
4,641,2010,Southern Metropolitan
3,298,1900,Southern Metropolitan
4,670,1990,Southern Metropolitan
5,674,1959,Southern Metropolitan
4,480,1979,Southern Metropolitan
5,853,1930,Southern Metropolitan
3,304,1885,Southern Metropolitan
4,690,1890,Southern Metropolitan
5,534,1890,Southern Metropolitan
2,745,1968,Southern Metropolitan
3,140,1980,Southern Metropolitan
2,91,1970,Southern Metropolitan
2,745,1968,Southern Metropolitan
3,597,1970,Southern Metropolitan
4,364,1900,Southern Metropolitan
3,288,1997,Southern Metropolitan
4,660,1928,Southern Metropolitan
4,717,1890,Southern Metropolitan
4,650,1930,Southern Metropolitan
3,111,1872,Southern Metropolitan
2,964,1960,Southern Metropolitan
5,609,1970,Southern Metropolitan
4,320,1920,Southern Metropolitan
5,800,2012,Southern Metropolitan
2,826,1960,Southern Metropolitan
3,257,1920,Southern Metropolitan
2,193,1995,Southern Metropolitan
2,1037,1960,Southern Metropolitan
2,710,1960,Southern Metropolitan
5,769,1940,Southern Metropolitan
2,964,1960,Southern Metropolitan
3,404,1930,Southern Metropolitan
3,151,1960,Southern Metropolitan
4,813,1970,Southern Metropolitan
3,446,1960,Southern Metropolitan
3,372,1905,Southern Metropolitan
4,741,1920,Southern Metropolitan
3,431,2006,Southern Metropolitan
5,668,2006,Southern Metropolitan
4,350,1900,Southern Metropolitan
3,460,2000,Southern Metropolitan
5,892,1917,Southern Metropolitan
4,399,1920,Southern Metropolitan
2,2835,1970,Southern Metropolitan
3,275,1992,Southern Metropolitan
2,284,1920,Southern Metropolitan
4,714,1945,Southern Metropolitan
3,339,1890,Southern Metropolitan
4,595,1910,Southern Metropolitan
4,531,1970,Southern Metropolitan
3,342,1925,Southern Metropolitan
5,920,1900,Southern Metropolitan
4,566,1880,Southern Metropolitan
3,491,1915,Southern Metropolitan
6,1642,1920,Southern Metropolitan
5,780,1890,Southern Metropolitan
3,323,1910,Southern Metropolitan
6,855,1920,Southern Metropolitan
4,715,1899,Southern Metropolitan
4,369,2010,Southern Metropolitan
4,612,1930,Southern Metropolitan
4,621,1889,Southern Metropolitan
5,660,1915,Southern Metropolitan
4,774,2004,Southern Metropolitan
3,948,1960,Southern Metropolitan
4,691,1940,Southern Metropolitan
6,730,1968,Southern Metropolitan
5,711,1940,Southern Metropolitan
5,695,1950,Southern Metropolitan
3,284,1990,Southern Metropolitan
3,702,1933,Southern Metropolitan
3,414,2005,Southern Metropolitan
4,458,1930,Southern Metropolitan
3,611,1930,Southern Metropolitan
3,426,2010,Southern Metropolitan
4,458,1930,Southern Metropolitan
4,596,1930,Southern Metropolitan
3,672,1940,Southern Metropolitan
3,248,2012,Southern Metropolitan
3,422,1950,Southern Metropolitan
2,838,1970,Southern Metropolitan
4,836,1910,Southern Metropolitan
4,794,1950,Southern Metropolitan
3,753,1937,Southern Metropolitan
2,1011,1970,Southern Metropolitan
3,664,1930,Southern Metropolitan
4,12300,1940,Southern Metropolitan
2,422,1940,Southern Metropolitan
3,676,1925,Southern Metropolitan
6,697,1962,Southern Metropolitan
4,650,1940,Southern Metropolitan
4,583,1980,Southern Metropolitan
3,747,1929,Southern Metropolitan
5,570,2013,Southern Metropolitan
3,747,1929,Southern Metropolitan
4,625,1920,Southern Metropolitan
5,650,1950,Southern Metropolitan
4,697,1960,Southern Metropolitan
4,650,2007,Southern Metropolitan
4,808,1939,Southern Metropolitan
4,584,1975,South-Eastern Metropolitan
3,485,1975,South-Eastern Metropolitan
3,535,1976,South-Eastern Metropolitan
4,692,1977,South-Eastern Metropolitan
1,57,1978,South-Eastern Metropolitan
5,698,1978,South-Eastern Metropolitan
3,535,1980,South-Eastern Metropolitan
2,198,1980,South-Eastern Metropolitan
2,278,1980,South-Eastern Metropolitan
3,992,1957,Eastern Metropolitan
3,837,1960,Eastern Metropolitan
3,862,1986,Eastern Metropolitan
3,353,1960,Eastern Metropolitan
4,982,1970,Eastern Metropolitan
2,906,1950,Eastern Metropolitan
3,623,1950,Eastern Metropolitan
5,545,1972,Western Metropolitan
3,532,1975,Western Metropolitan
3,543,1980,Western Metropolitan
3,565,1970,Western Metropolitan
3,530,1985,Western Metropolitan
4,576,1976,Western Metropolitan
3,706,1985,Western Metropolitan
3,468,1970,Northern Metropolitan
2,907,1960,Northern Metropolitan
4,465,1970,Northern Metropolitan
3,218,2004,Northern Metropolitan
5,544,2000,Northern Metropolitan
2,128,1970,Northern Metropolitan
3,260,1961,Northern Metropolitan
4,467,1970,Northern Metropolitan
2,568,1960,Northern Metropolitan
2,224,1915,Western Metropolitan
2,269,1915,Western Metropolitan
3,343,1920,Western Metropolitan
2,259,1940,Western Metropolitan
3,275,1920,Western Metropolitan
2,220,1890,Western Metropolitan
4,274,1910,Western Metropolitan
3,275,1920,Western Metropolitan
2,117,2008,Western Metropolitan
2,84,1900,Western Metropolitan
3,272,1915,Western Metropolitan
4,276,1948,Western Metropolitan
2,180,2011,Western Metropolitan
3,555,1940,Western Metropolitan
3,276,1925,Western Metropolitan
4,318,1960,Western Metropolitan
3,118,1970,Western Metropolitan
3,275,1936,Western Metropolitan
3,275,1910,Western Metropolitan
4,276,1915,Western Metropolitan
3,275,1940,Western Metropolitan
3,277,1910,Western Metropolitan
3,275,1910,Western Metropolitan
3,275,1869,Western Metropolitan
3,276,1910,Western Metropolitan
4,373,1915,Western Metropolitan
4,900,1994,Eastern Metropolitan
3,752,1970,Eastern Metropolitan
5,528,1992,Eastern Metropolitan
4,620,1930,Southern Metropolitan
4,685,1970,Northern Victoria
3,637,1980,Northern Victoria
4,651,2000,Northern Victoria
4,807,2008,Northern Victoria
4,897,2004,Northern Victoria
3,534,1980,Northern Metropolitan
3,533,1970,Northern Metropolitan
3,640,1975,Northern Metropolitan
3,589,1975,Northern Metropolitan
3,679,1965,Northern Metropolitan
3,364,1985,Northern Metropolitan
2,416,1960,Northern Metropolitan
4,544,2008,Northern Metropolitan
3,655,1975,Northern Metropolitan
3,604,1950,Northern Metropolitan
3,575,1970,Northern Metropolitan
3,806,1964,Northern Metropolitan
3,535,1970,Northern Metropolitan
2,277,1980,Northern Metropolitan
3,532,1980,Northern Metropolitan
4,627,1970,Northern Metropolitan
3,537,1975,Northern Metropolitan
3,542,1968,Northern Metropolitan
3,722,1970,Northern Metropolitan
3,555,1960,Northern Metropolitan
3,688,1970,Northern Metropolitan
3,545,1985,Northern Metropolitan
5,636,1980,Northern Metropolitan
3,596,1980,Northern Metropolitan
4,664,1975,Northern Metropolitan
3,661,1950,Northern Metropolitan
3,598,1970,Northern Metropolitan
3,391,1970,Northern Metropolitan
3,538,1981,Northern Metropolitan
3,602,1970,Northern Metropolitan
3,230,2002,Eastern Victoria
4,869,2007,Eastern Victoria
5,660,1991,Eastern Victoria
2,248,1995,Eastern Metropolitan
5,4786,2000,Eastern Metropolitan
3,417,1973,Eastern Metropolitan
1,380,1970,Eastern Metropolitan
3,533,1980,South-Eastern Metropolitan
3,285,1910,Western Metropolitan
4,595,1950,Western Metropolitan
3,306,1960,Western Metropolitan
3,269,1960,Western Metropolitan
4,333,1970,Western Metropolitan
2,270,1900,Western Metropolitan
2,118,2014,Western Metropolitan
3,314,1950,Western Metropolitan
3,381,1940,Western Metropolitan
2,145,2012,Western Metropolitan
3,165,2007,Western Metropolitan
4,308,2012,Western Metropolitan
3,210,2012,Western Metropolitan
4,672,1955,Western Metropolitan
2,144,2005,Western Metropolitan
3,300,1950,Western Metropolitan
5,527,2009,Western Metropolitan
2,163,1920,Western Metropolitan
3,584,1900,Western Metropolitan
3,333,1950,Western Metropolitan
2,329,1955,Western Metropolitan
3,156,2012,Western Metropolitan
2,15100,2012,Western Metropolitan
3,159,2016,Western Metropolitan
3,660,1955,Western Metropolitan
3,2787,2012,Western Metropolitan
2,59,2014,Western Metropolitan
1,3826,2009,Western Metropolitan
3,262,2004,Western Metropolitan
3,159,2016,Western Metropolitan
3,545,1940,Western Metropolitan
2,279,2013,Western Metropolitan
3,189,2000,Western Metropolitan
3,523,1950,Western Metropolitan
3,653,1930,Western Metropolitan
3,159,2016,Western Metropolitan
4,294,2014,Western Metropolitan
2,126,2015,Western Metropolitan
3,159,2010,Western Metropolitan
3,186,2011,Western Metropolitan
3,167,2010,Western Metropolitan
3,147,2015,Western Metropolitan
2,327,1950,Western Metropolitan
2,300,1950,Western Metropolitan
2,210,2004,Western Metropolitan
4,664,1955,Western Metropolitan
3,327,1960,Western Metropolitan
3,427,1960,Western Metropolitan
2,313,1910,Southern Metropolitan
3,396,1910,Southern Metropolitan
3,227,1995,Southern Metropolitan
2,231,1890,Southern Metropolitan
4,599,1977,Southern Metropolitan
4,502,2016,Southern Metropolitan
4,807,1920,Southern Metropolitan
3,471,1985,Southern Metropolitan
3,246,1910,Southern Metropolitan
3,313,1920,Southern Metropolitan
4,586,1890,Southern Metropolitan
4,587,2016,Southern Metropolitan
4,716,1925,Southern Metropolitan
3,696,1910,Southern Metropolitan
5,580,1890,Southern Metropolitan
2,232,2001,Southern Metropolitan
4,300,1890,Southern Metropolitan
4,585,1915,Southern Metropolitan
5,501,2006,Southern Metropolitan
3,192,2010,Southern Metropolitan
3,312,1920,Southern Metropolitan
4,787,1915,Southern Metropolitan
3,354,1880,Southern Metropolitan
3,400,2007,Southern Metropolitan
3,228,1900,Southern Metropolitan
4,357,2015,Southern Metropolitan
4,557,1900,Southern Metropolitan
4,682,1915,Southern Metropolitan
4,614,1999,Southern Metropolitan
4,786,1915,Southern Metropolitan
5,900,1930,Southern Metropolitan
3,700,1920,Southern Metropolitan
4,334,1920,Southern Metropolitan
3,216,1994,Southern Metropolitan
4,365,1930,Southern Metropolitan
2,604,1960,Southern Metropolitan
3,764,1925,Southern Metropolitan
3,797,1950,Southern Metropolitan
3,691,1950,Southern Metropolitan
2,170,1975,Southern Metropolitan
4,769,1920,Southern Metropolitan
3,234,1998,Southern Metropolitan
4,848,1970,Southern Metropolitan
3,288,1999,Southern Metropolitan
3,615,1950,Southern Metropolitan
3,322,1910,Southern Metropolitan
3,337,1993,Southern Metropolitan
5,751,1934,Southern Metropolitan
3,645,1960,Southern Metropolitan
4,526,1910,Southern Metropolitan
4,412,1930,Southern Metropolitan
4,809,1925,Southern Metropolitan
3,400,1930,Southern Metropolitan
4,504,1920,Southern Metropolitan
3,333,1948,Southern Metropolitan
3,606,1965,Southern Metropolitan
3,375,1920,Southern Metropolitan
4,222,2010,Southern Metropolitan
3,317,1940,Southern Metropolitan
2,310,1910,Southern Metropolitan
3,376,1930,Southern Metropolitan
5,567,1915,Southern Metropolitan
5,837,1919,Southern Metropolitan
4,567,1920,Southern Metropolitan
2,196,1970,Southern Metropolitan
4,310,1990,Southern Metropolitan
3,181,1990,Southern Metropolitan
3,888,1886,Southern Metropolitan
4,709,1910,Southern Metropolitan
3,446,1980,Southern Metropolitan
3,840,1950,Southern Metropolitan
3,711,1915,Southern Metropolitan
2,259,1970,Southern Metropolitan
4,230,2007,Southern Metropolitan
4,380,2008,Southern Metropolitan
3,206,1980,Southern Metropolitan
3,580,1930,Southern Metropolitan
4,960,1910,Southern Metropolitan
3,706,1930,Southern Metropolitan
4,552,2015,Southern Metropolitan
3,1011,1925,Southern Metropolitan
3,1128,1950,Southern Metropolitan
3,660,1940,Southern Metropolitan
3,460,1910,Southern Metropolitan
2,129,1940,Southern Metropolitan
4,569,1920,Southern Metropolitan
5,1384,1982,Southern Metropolitan
4,836,1910,Southern Metropolitan
3,697,1920,Southern Metropolitan
3,336,1930,Southern Metropolitan
3,433,1910,Southern Metropolitan
3,735,1920,Southern Metropolitan
5,807,1907,Southern Metropolitan
4,656,1960,Southern Metropolitan
4,651,1920,Southern Metropolitan
2,209,1960,Southern Metropolitan
3,555,1960,Southern Metropolitan
4,328,2015,Southern Metropolitan
5,650,1925,Southern Metropolitan
2,293,1890,Southern Metropolitan
4,778,1889,Southern Metropolitan
4,659,1920,Southern Metropolitan
2,71,2008,Southern Metropolitan
3,725,1950,Southern Metropolitan
3,77,2004,Western Metropolitan
3,83,2000,Western Metropolitan
3,98,2009,Western Metropolitan
3,452,1999,Western Metropolitan
3,77,2000,Western Metropolitan
2,5661,1940,Western Metropolitan
2,904,1985,Western Metropolitan
3,762,1950,Western Metropolitan
3,1396,1955,Western Metropolitan
3,173,2000,Western Metropolitan
3,203,2006,Western Metropolitan
3,695,1940,Western Metropolitan
4,573,1925,Western Metropolitan
2,3014,2012,Western Metropolitan
2,85,1980,Western Metropolitan
5,694,1950,Western Metropolitan
4,215,2000,Western Metropolitan
3,95,2001,Western Metropolitan
3,211,2005,Western Metropolitan
3,594,1940,Western Metropolitan
3,578,2006,Western Metropolitan
2,54,2000,Western Metropolitan
3,270,2009,Western Metropolitan
2,53,2000,Western Metropolitan
3,689,1920,Western Metropolitan
3,645,1900,Western Metropolitan
5,446,2002,Western Metropolitan
4,865,2013,Western Metropolitan
2,54,2000,Western Metropolitan
4,613,1950,Western Metropolitan
3,250,2000,Western Metropolitan
3,202,2006,Western Metropolitan
3,222,2002,Western Metropolitan
2,3967,2007,Western Metropolitan
3,678,1950,Western Metropolitan
2,3014,2012,Western Metropolitan
4,325,2005,Western Metropolitan
3,4977,2005,Western Metropolitan
5,601,2001,Western Metropolitan
4,224,2015,Western Metropolitan
2,81,1980,Western Metropolitan
2,4977,2000,Western Metropolitan
2,37000,2004,Western Metropolitan
4,238,2007,Western Metropolitan
1,887,1972,Western Metropolitan
4,697,1920,Western Metropolitan
2,198,2009,Western Metropolitan
3,91,2000,Western Metropolitan
3,352,1997,Western Metropolitan
3,366,2012,Western Metropolitan
4,650,2000,Western Metropolitan
3,2027,1964,Western Metropolitan
3,359,2008,Western Metropolitan
4,476,2001,Western Metropolitan
3,490,1950,Western Metropolitan
3,598,1900,Western Metropolitan
5,515,1960,Western Metropolitan
4,669,1910,Western Metropolitan
5,474,2010,Western Metropolitan
3,252,2004,Western Metropolitan
3,688,1940,Western Metropolitan
4,606,1980,Western Metropolitan
2,696,1950,Western Metropolitan
3,225,1995,Western Metropolitan
4,399,2010,Western Metropolitan
3,522,1920,Western Metropolitan
3,78,2002,Western Metropolitan
2,4627,1911,Western Metropolitan
2,368,1920,Southern Metropolitan
2,397,1940,Southern Metropolitan
4,567,1929,Southern Metropolitan
3,580,1930,Southern Metropolitan
3,283,1995,Southern Metropolitan
4,655,1930,Southern Metropolitan
3,374,1938,Southern Metropolitan
3,565,1975,Northern Metropolitan
3,702,1970,Northern Metropolitan
3,570,1992,Northern Metropolitan
3,631,1960,Northern Metropolitan
3,798,1985,Northern Metropolitan
4,653,1985,Northern Metropolitan
3,658,1990,Northern Metropolitan
3,154,2008,Northern Metropolitan
3,670,1960,Northern Metropolitan
3,572,1980,Northern Metropolitan
3,452,1992,Northern Metropolitan
3,501,1992,Northern Metropolitan
3,784,1978,Northern Metropolitan
8,1063,1980,Northern Metropolitan
3,748,1990,Northern Metropolitan
3,559,1980,Northern Metropolitan
3,682,1985,Northern Metropolitan
3,844,1975,Northern Metropolitan
3,578,1990,Northern Metropolitan
3,470,1990,Northern Metropolitan
1,1414,2014,Northern Metropolitan
1,4051,2005,Northern Metropolitan
2,4230,2006,Northern Metropolitan
4,590,1970,Western Victoria
4,547,1986,Western Victoria
3,586,1980,Western Victoria
3,583,1980,Western Victoria
3,362,1976,Western Victoria
3,616,1975,Western Victoria
4,587,1990,Western Victoria
4,766,1980,Western Victoria
3,615,1980,Western Victoria
2,180,1990,Western Victoria
3,580,1975,Western Victoria
4,655,1975,Western Victoria
3,584,1983,Western Victoria
3,611,1985,Western Victoria
3,670,1975,Western Victoria
3,649,1975,Western Victoria
4,578,1980,Western Victoria
3,587,1980,Western Victoria
3,731,1970,Western Victoria
3,738,1990,Western Victoria
3,1010,1980,Western Victoria
3,766,1975,Western Victoria
4,790,1990,Western Victoria
3,805,1975,Western Victoria
4,583,1975,Western Victoria
3,603,1975,Western Victoria
3,740,1985,Northern Victoria
5,666,1976,Northern Victoria
4,865,1980,Northern Victoria
4,935,2005,Northern Victoria
3,575,2016,Northern Victoria
4,675,1980,Northern Victoria
4,601,2012,Northern Victoria
4,888,2007,Northern Victoria
4,571,1980,Northern Victoria
3,796,1980,Northern Victoria
3,1047,1990,Northern Victoria
3,665,1975,Northern Victoria
3,879,1990,Northern Victoria
3,534,1980,South-Eastern Metropolitan
5,402,1980,South-Eastern Metropolitan
3,530,1980,South-Eastern Metropolitan
2,141,1980,South-Eastern Metropolitan
4,830,1980,South-Eastern Metropolitan
3,696,1980,South-Eastern Metropolitan
2,2256,1980,South-Eastern Metropolitan
3,533,1980,South-Eastern Metropolitan
4,840,1980,South-Eastern Metropolitan
3,526,1980,South-Eastern Metropolitan
3,801,1980,South-Eastern Metropolitan
4,563,1980,South-Eastern Metropolitan
4,556,1980,South-Eastern Metropolitan
3,560,1980,South-Eastern Metropolitan
4,669,1980,South-Eastern Metropolitan
3,810,1980,South-Eastern Metropolitan
3,713,1980,South-Eastern Metropolitan
4,767,1980,South-Eastern Metropolitan
4,650,1980,South-Eastern Metropolitan
3,538,1980,South-Eastern Metropolitan
3,2405,1980,South-Eastern Metropolitan
4,512,2012,Northern Metropolitan
4,475,2012,Northern Metropolitan
3,410,2012,Northern Metropolitan
3,212,2014,Northern Metropolitan
4,400,2012,Northern Metropolitan
3,523,2011,Northern Metropolitan
3,606,1985,Northern Metropolitan
4,519,2014,Northern Metropolitan
4,448,2011,Northern Metropolitan
4,460,2011,Northern Metropolitan
4,349,2016,Northern Metropolitan
4,491,2015,Northern Metropolitan
3,649,1985,Northern Metropolitan
4,622,1980,Northern Metropolitan
3,350,2012,Northern Metropolitan
4,399,2011,Northern Metropolitan
4,480,2015,Northern Metropolitan
4,294,2017,Northern Metropolitan
3,604,1980,Northern Metropolitan
4,460,2010,Northern Metropolitan
5,564,2010,Northern Metropolitan
3,525,2008,Northern Metropolitan
3,376,2010,Northern Metropolitan
4,448,2016,Northern Metropolitan
4,553,2010,Northern Metropolitan
4,512,2015,Northern Metropolitan
2,123,1910,Southern Metropolitan
2,107,1900,Southern Metropolitan
2,760,1930,Southern Metropolitan
3,288,1900,Southern Metropolitan
3,151,1880,Southern Metropolitan
3,181,2010,Southern Metropolitan
3,217,1900,Southern Metropolitan
3,279,1900,Southern Metropolitan
4,182,1900,Southern Metropolitan
2,152,1915,Southern Metropolitan
3,277,1900,Southern Metropolitan
2,152,1910,Southern Metropolitan
2,107,1900,Southern Metropolitan
2,132,1900,Southern Metropolitan
3,148,1890,Southern Metropolitan
3,138,1885,Southern Metropolitan
3,207,1890,Southern Metropolitan
6,472,1915,Southern Metropolitan
3,199,1900,Southern Metropolitan
5,553,1920,Southern Metropolitan
4,476,1893,Southern Metropolitan
2,123,1900,Southern Metropolitan
6,420,1880,Southern Metropolitan
3,284,1890,Southern Metropolitan
3,108,1890,Southern Metropolitan
3,286,1900,Southern Metropolitan
4,183,1890,Southern Metropolitan
4,199,1900,Southern Metropolitan
5,574,1970,Northern Metropolitan
3,808,1980,Northern Metropolitan
4,649,1985,Northern Metropolitan
3,526,1985,Northern Metropolitan
4,612,2013,Northern Metropolitan
2,389,2005,Northern Metropolitan
4,643,2001,Northern Metropolitan
2,257,1985,Northern Metropolitan
2,241,2000,Northern Metropolitan
3,840,1970,Northern Metropolitan
4,530,1990,Northern Metropolitan
5,656,1970,Northern Metropolitan
4,531,1970,Northern Metropolitan
5,531,1990,Northern Metropolitan
3,622,1992,Northern Metropolitan
3,546,1977,Northern Metropolitan
3,840,1980,Northern Metropolitan
3,615,1982,Northern Metropolitan
4,666,1985,Northern Metropolitan
3,602,1980,Northern Metropolitan
3,555,1990,Northern Metropolitan
3,661,1990,Northern Metropolitan
5,698,1995,Northern Metropolitan
4,800,1985,Northern Metropolitan
3,640,1980,Northern Metropolitan
4,609,2003,Northern Metropolitan
3,537,1980,Northern Metropolitan
3,432,1994,Northern Metropolitan
3,667,1994,Northern Metropolitan
5,652,1985,Northern Metropolitan
4,659,1978,Northern Metropolitan
3,625,1990,Northern Metropolitan
4,565,1980,Northern Metropolitan
4,306,1990,Northern Metropolitan
3,300,2000,Northern Metropolitan
4,589,1982,Northern Metropolitan
3,375,1980,Northern Metropolitan
3,689,1980,Northern Metropolitan
3,540,1978,Northern Metropolitan
3,620,1980,Northern Metropolitan
5,541,1985,Northern Metropolitan
4,678,1990,Northern Metropolitan
4,618,1990,Northern Metropolitan
3,614,1988,Northern Metropolitan
3,534,1978,Northern Metropolitan
3,665,1985,Northern Metropolitan
3,530,1989,Northern Metropolitan
3,596,1985,Northern Metropolitan
3,269,2000,Northern Metropolitan
3,606,1992,Northern Metropolitan
3,529,1990,Northern Metropolitan
4,579,1986,Northern Metropolitan
5,681,1990,Northern Metropolitan
3,620,1985,Northern Metropolitan
3,604,1985,Northern Metropolitan
2,300,2011,Eastern Metropolitan
2,446,1975,Eastern Metropolitan
3,208,1975,Eastern Metropolitan
3,439,1960,Eastern Metropolitan
2,697,1960,Eastern Metropolitan
4,842,1950,Eastern Metropolitan
3,343,2010,Eastern Metropolitan
3,608,1975,Eastern Metropolitan
3,263,2016,Eastern Metropolitan
2,72,2006,Eastern Metropolitan
3,774,1950,Eastern Metropolitan
4,374,2000,Eastern Metropolitan
3,309,2005,Eastern Metropolitan
3,672,1970,Eastern Metropolitan
4,367,2015,Eastern Metropolitan
3,534,1970,Eastern Metropolitan
4,481,1965,Eastern Metropolitan
5,588,1970,Eastern Metropolitan
3,371,2016,Eastern Metropolitan
3,662,1970,Eastern Metropolitan
5,676,1972,Eastern Metropolitan
4,648,1982,Eastern Metropolitan
3,582,1950,Eastern Metropolitan
3,1714,1960,Eastern Metropolitan
3,658,1960,Eastern Metropolitan
3,630,1950,Eastern Metropolitan
3,438,1920,Eastern Metropolitan
3,654,1974,Eastern Metropolitan
3,626,1929,Eastern Metropolitan
3,255,2000,Eastern Metropolitan
4,931,1930,Eastern Metropolitan
2,613,1950,Eastern Metropolitan
3,330,2001,Eastern Metropolitan
3,1149,1920,Eastern Metropolitan
5,711,1950,Eastern Metropolitan
3,640,1950,Eastern Metropolitan
5,355,1979,Eastern Metropolitan
4,2187,1903,Eastern Metropolitan
4,813,1938,Eastern Metropolitan
4,636,1920,Eastern Metropolitan
4,719,1950,Eastern Metropolitan
4,420,1910,Eastern Metropolitan
3,248,2000,Eastern Metropolitan
4,402,1950,Eastern Metropolitan
3,1126,1880,Eastern Metropolitan
4,553,1927,Eastern Metropolitan
3,397,2003,Eastern Metropolitan
3,575,1980,Eastern Metropolitan
3,396,1955,Eastern Metropolitan
4,701,1993,Eastern Metropolitan
3,280,1987,Eastern Metropolitan
3,382,1970,Eastern Metropolitan
3,204,2000,Eastern Metropolitan
5,1007,1950,Eastern Metropolitan
3,476,1970,Eastern Metropolitan
4,954,1996,Eastern Metropolitan
5,800,1985,Eastern Metropolitan
5,1126,1980,Eastern Metropolitan
4,846,1980,Eastern Victoria
3,394,1890,Western Metropolitan
3,283,2002,Western Metropolitan
3,156,2000,Western Metropolitan
3,384,1920,Western Metropolitan
3,549,1930,Western Metropolitan
2,228,1910,Western Metropolitan
3,526,1900,Western Metropolitan
3,310,1930,Western Metropolitan
4,67,2000,Western Metropolitan
3,216,1995,Western Metropolitan
4,313,1910,Western Metropolitan
2,435,1920,Western Metropolitan
4,739,1930,Western Metropolitan
3,222,1880,Western Metropolitan
2,305,1900,Western Metropolitan
4,435,1920,Western Metropolitan
3,271,1915,Western Metropolitan
2,239,1970,Western Metropolitan
3,325,1910,Western Metropolitan
3,219,1900,Western Metropolitan
3,431,1906,Western Metropolitan
4,447,1880,Western Metropolitan
3,214,1997,Western Metropolitan
4,636,1900,Western Metropolitan
3,477,1910,Western Metropolitan
2,230,1989,Western Metropolitan
3,596,1950,Western Metropolitan
2,166,1965,Western Metropolitan
3,477,2014,Western Metropolitan
4,571,1915,Western Metropolitan
3,307,1910,Western Metropolitan
5,646,1925,Western Metropolitan
3,213,1950,Western Metropolitan
5,619,2009,Western Metropolitan
3,328,1900,Western Metropolitan
4,539,1900,Western Metropolitan
3,249,2007,Western Metropolitan
2,345,1930,Western Metropolitan
3,217,2013,Western Metropolitan
3,408,1900,Western Metropolitan
3,449,1910,Western Metropolitan
4,453,1920,Western Metropolitan
2,225,1890,Western Metropolitan
2,301,1920,Western Metropolitan
4,441,1910,Western Metropolitan
4,615,1920,Western Metropolitan
3,287,1880,Western Metropolitan
4,388,1920,Western Metropolitan
5,207,2004,Western Metropolitan
2,313,1920,Western Metropolitan
3,803,1915,Western Metropolitan
4,675,1920,Western Metropolitan
4,574,1910,Western Metropolitan
3,275,1880,Western Metropolitan
4,431,1910,Western Metropolitan
5,597,1930,Western Metropolitan
2,272,1900,Western Metropolitan
3,231,1995,Western Metropolitan
3,596,1950,Western Metropolitan
2,251,1980,Western Metropolitan
3,596,1950,Western Metropolitan
1,114,1970,Western Metropolitan
4,431,1894,Western Metropolitan
4,478,1925,Western Metropolitan
2,172,1900,Western Metropolitan
4,388,1890,Western Metropolitan
4,375,1930,Western Metropolitan
3,234,1914,Western Metropolitan
3,674,1920,Western Metropolitan
2,1475,1970,Western Metropolitan
4,449,1910,Western Metropolitan
3,411,1915,Western Metropolitan
3,375,1910,Western Metropolitan
3,784,2007,Western Metropolitan
4,455,1920,Western Metropolitan
3,619,1965,Western Metropolitan
3,388,1930,Western Metropolitan
3,242,1910,Western Metropolitan
4,480,1930,Western Metropolitan
4,602,1940,Western Metropolitan
3,313,1910,Western Metropolitan
4,452,1910,Western Metropolitan
3,429,2011,Western Metropolitan
5,718,1910,Western Metropolitan
3,355,1950,Western Metropolitan
4,791,1990,Western Metropolitan
3,246,2012,Western Metropolitan
4,438,1910,Western Metropolitan
4,550,1940,Western Metropolitan
3,653,1950,Southern Metropolitan
3,164,2010,Southern Metropolitan
3,374,1950,Southern Metropolitan
3,688,1950,Southern Metropolitan
4,588,2011,Southern Metropolitan
2,649,1950,Southern Metropolitan
4,318,2015,Southern Metropolitan
3,1660,1960,Southern Metropolitan
2,558,1955,Southern Metropolitan
3,261,1990,Southern Metropolitan
3,472,2001,Southern Metropolitan
3,698,1960,Southern Metropolitan
3,220,2015,Southern Metropolitan
3,834,1960,Southern Metropolitan
3,573,1970,Southern Metropolitan
1,106,1990,Southern Metropolitan
3,603,1960,Southern Metropolitan
3,534,1960,Southern Metropolitan
4,720,1950,Southern Metropolitan
4,743,1973,Southern Metropolitan
2,576,1940,Southern Metropolitan
4,696,1955,Southern Metropolitan
4,581,1960,Southern Metropolitan
2,180,1980,Southern Metropolitan
3,593,1960,Southern Metropolitan
2,756,1950,Southern Metropolitan
4,638,1972,Southern Metropolitan
2,209,2002,Southern Metropolitan
3,784,1960,Southern Metropolitan
3,695,1970,Southern Metropolitan
4,272,2000,Southern Metropolitan
4,603,1955,Southern Metropolitan
3,601,1970,Southern Metropolitan
2,179,2001,Southern Metropolitan
3,347,1955,Southern Metropolitan
3,280,1985,Southern Metropolitan
3,585,1950,Southern Metropolitan
3,580,1970,Southern Metropolitan
3,301,1980,Southern Metropolitan
3,652,1960,Southern Metropolitan
3,670,1950,Southern Metropolitan
